people,saying,original,english_equivalent,source_title,source_url
English,Contrast: "A blow with a word strikes deeper than a blow with a sword.".,,Contrast: "A blow with a word strikes deeper than a blow with a sword.".,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,A still tongue makes a wise head.,,A still tongue makes a wise head.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"From Lewis the (Black) Barber; Lake Charles, LA; who always told people, ""Never let the right hand know what the left hand is doing; a still tongue makes a wise head; still water runs deep."".",,"From Lewis the (Black) Barber; Lake Charles, LA; who always told people, ""Never let the right hand know what the left hand is doing; a still tongue makes a wise head; still water runs deep."".",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Still waters run deep.,,Still waters run deep.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: Taciturn people have the most interesting things to say.,,Meaning: Taciturn people have the most interesting things to say.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Knoebel, Suzanne (2004).",,"Knoebel, Suzanne (2004).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,A stitch in time saves nine.,,A stitch in time saves nine.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Stolen fruit is the sweetest.,,Stolen fruit is the sweetest.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: Forbidden things are the most desirable.,,Meaning: Forbidden things are the most desirable.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Strike while the iron is hot.,,Strike while the iron is hot.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Variant: Make hay while the sun shines.,,Variant: Make hay while the sun shines.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Success (only) comes after every necessary precaution.,,Success (only) comes after every necessary precaution.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Only time will tell (what was, or wasn't, necessary).",,"Only time will tell (what was, or wasn't, necessary).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Success grows out of struggles to overcome difficulties.,,Success grows out of struggles to overcome difficulties.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Peterson, C. W. and D. C. Jones (1989).",,"Peterson, C. W. and D. C. Jones (1989).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Success is a journey not a destination.,,Success is a journey not a destination.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Puckridge, P. (2006).",,"Puckridge, P. (2006).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Sufficient unto the day is the evil thereof.,,Sufficient unto the day is the evil thereof.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: Don't worry about the future; focus on today's worries.,,Meaning: Don't worry about the future; focus on today's worries.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,From Matthew 6:34.,,From Matthew 6:34.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Take an old dirty, hungry, mangy, sick and wet dog and feed him and wash him and nurse him back to health, and he will never turn on you and bite you. This is how man and dog differ.",,"Take an old dirty, hungry, mangy, sick and wet dog and feed him and wash him and nurse him back to health, and he will never turn on you and bite you. This is how man and dog differ.",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Take care of the pennies and the pounds will take care of themselves.,,Take care of the pennies and the pounds will take care of themselves.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Talk of the devil and he's sure to appear.,,Talk of the devil and he's sure to appear.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"That which does not kill you, makes you stronger.",,"That which does not kill you, makes you stronger.",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: Unpleasant experiences will make you wiser.,,Meaning: Unpleasant experiences will make you wiser.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,The dogs bark but the caravan goes on.,,The dogs bark but the caravan goes on.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: Let the world say what it will.,,Meaning: Let the world say what it will.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,The man who sleeps with a machete is a fool every night but one.,,The man who sleeps with a machete is a fool every night but one.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,The worth of a thing is what it will bring.,,The worth of a thing is what it will bring.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Carr, D. H., D. R. E. Education, et al. (2003).",,"Carr, D. H., D. R. E. Education, et al. (2003).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,There is luck in odd numbers.,,There is luck in odd numbers.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"The teacher has not taught, until the student has learned.",,"The teacher has not taught, until the student has learned.",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Nater, Swen; Gallimore, Ronald; Walton, Bill; Sinegal, Jim (2010).",,"Nater, Swen; Gallimore, Ronald; Walton, Bill; Sinegal, Jim (2010).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,There is no smoke without fire.,,There is no smoke without fire.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: Everything happens for a reason.,,Meaning: Everything happens for a reason.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Other meaning: A rumour contains some truth.,,Other meaning: A rumour contains some truth.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"There are no small parts, only small actors.",,"There are no small parts, only small actors.",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Southgate, M. (2006).",,"Southgate, M. (2006).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,There is a thin line between love and hate.,,There is a thin line between love and hate.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"William T. Golson, J. (2007).",,"William T. Golson, J. (2007).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,There's always a calm before a storm.,,There's always a calm before a storm.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Mills, J. (2001).",,"Mills, J. (2001).",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,or The calm before the storm.,,or The calm before the storm.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,There's many a slip 'twixt cup and lip.,,There's many a slip 'twixt cup and lip.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,"Note: This comes from a Greek legend, as follows: One of the.",,"Note: This comes from a Greek legend, as follows: One of the.",English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: Don't celebrate until you are 100% sure there is a reason to do so.,,Meaning: Don't celebrate until you are 100% sure there is a reason to do so.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Where there's muck there's brass.,,Where there's muck there's brass.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: There is money to be made in dirty jobs.,,Meaning: There is money to be made in dirty jobs.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,There's more than one way to skin a cat.,,There's more than one way to skin a cat.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
English,Meaning: There is more than one way to solve a problem.,,Meaning: There is more than one way to solve a problem.,English proverbs (alphabetically by proverb),https://en.wikiquote.org/wiki/English_proverbs_(alphabetically_by_proverb)
